"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"S000002960" "MATCH" "1" "AIM11" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "489" "YER093C-A" "S000002960" "ORF"
"S000001617" "MATCH" "1" "OCT1" "S. cerevisiae" "OCTapeptidyl aminopeptidase" "2319" "YKL134C" "S000001617" "ORF"
"S000002948" "MATCH" "1" "IRC4" "S. cerevisiae" "Increased Recombination Centers" "540" "YDR540C" "S000002948" "ORF"
"S000001618" "MATCH" "1" "APL2" "S. cerevisiae" "clathrin Adaptor Protein complex Large chain" "2181" "YKL135C" "S000001618" "ORF"
"S000002949" "MATCH" "1" "" "S. cerevisiae" "" "1035" "YDR541C" "S000002949" "ORF"
"S000001613" "MATCH" "1" "SHE2" "S. cerevisiae" "Swi5p-dependent HO Expression" "741" "YKL130C" "S000001613" "ORF"
"S000002944" "MATCH" "1" "STL1" "S. cerevisiae" "Sugar Transporter-Like protein" "1710" "YDR536W" "S000002944" "ORF"
"S000001615" "MATCH" "1" "RMA1" "S. cerevisiae" "Reduced Mating A" "1293" "YKL132C" "S000001615" "ORF"
"S000002946" "MATCH" "1" "PAD1" "S. cerevisiae" "Phenylacrylic Acid Decarboxylase" "729" "YDR538W" "S000002946" "ORF"
"S000001616" "MATCH" "1" "RCI50" "S. cerevisiae" "Respiratory Chain Interacting protein of ~50 kDa" "1392" "YKL133C" "S000001616" "ORF"
"S000002947" "MATCH" "1" "FDC1" "S. cerevisiae" "Ferulic acid DeCarboxylase" "1512" "YDR539W" "S000002947" "ORF"
"S000002940" "MATCH" "1" "KRE28" "S. cerevisiae" "" "1158" "YDR532C" "S000002940" "ORF"
"S000001610" "MATCH" "1" "PGM1" "S. cerevisiae" "PhosphoGlucoMutase" "1713" "YKL127W" "S000001610" "ORF"
"S000002941" "MATCH" "1" "HSP31" "S. cerevisiae" "Heat-Shock Protein" "714" "YDR533C" "S000002941" "ORF"
"S000001611" "MATCH" "1" "PMU1" "S. cerevisiae" "PhosphoMUtase" "888" "YKL128C" "S000001611" "ORF"
"S000002942" "MATCH" "1" "FIT1" "S. cerevisiae" "Facilitator of Iron Transport" "1587" "YDR534C" "S000002942" "ORF"
"S000001612" "MATCH" "1" "MYO3" "S. cerevisiae" "MYOsin" "3819" "YKL129C" "S000001612" "ORF"
"S000002950" "MATCH" "1" "PAU10" "S. cerevisiae" "seriPAUperin" "363" "YDR542W" "S000002950" "ORF"
"S000003429" "MATCH" "1" "SNG1" "S. cerevisiae" "" "1644" "YGR197C" "S000003429" "ORF"
"S000003428" "MATCH" "1" "FYV8" "S. cerevisiae" "Function required for Yeast Viability" "2454" "YGR196C" "S000003428" "ORF"
"S000028725" "MATCH" "1" "" "S. cerevisiae" "" "102" "YPR159C-A" "S000028725" "ORF"
"S000000399" "MATCH" "1" "MSI1" "S. cerevisiae" "Multicopy Suppressor of IRA1" "1269" "YBR195C" "S000000399" "ORF"
"S000004756" "MATCH" "1" "LDO16" "S. cerevisiae" "LD Organization protein of 16kD" "447" "YMR148W" "S000004756" "ORF"
"S000003425" "MATCH" "1" "PDX1" "S. cerevisiae" "Pyruvate Dehydrogenase complex protein X" "1233" "YGR193C" "S000003425" "ORF"
"S000004755" "MATCH" "1" "LDO45" "S. cerevisiae" "Lipid Droplet Organization protein of 45 Kda" "672" "YMR147W" "S000004755" "ORF"
"S000003424" "MATCH" "1" "TDH3" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YGR192C" "S000003424" "ORF"
"S000004758" "MATCH" "1" "IMP1" "S. cerevisiae" "Inner Membrane Protease" "573" "YMR150C" "S000004758" "ORF"
"S000003427" "MATCH" "1" "SKI6" "S. cerevisiae" "SuperKIller" "741" "YGR195W" "S000003427" "ORF"
"S000004757" "MATCH" "1" "SWP1" "S. cerevisiae" "Suppressor of a WbP1 mutation" "861" "YMR149W" "S000004757" "ORF"
"S000003426" "MATCH" "1" "XKS1" "S. cerevisiae" "XyluloKinaSe" "1803" "YGR194C" "S000003426" "ORF"
"S000004763" "MATCH" "1" "RIM13" "S. cerevisiae" "Regulator of IME2" "2184" "YMR154C" "S000004763" "ORF"
"S000003432" "MATCH" "1" "ELP2" "S. cerevisiae" "ELongator Protein" "2367" "YGR200C" "S000003432" "ORF"
"S000002100" "MATCH" "1" "VMA10" "S. cerevisiae" "" "507" "YHR039C-A" "S000002100" "ORF"
"S000002101" "MATCH" "1" "SFT1" "S. cerevisiae" "Suppressor of sed Five Ts" "435" "YKL006C-A" "S000002101" "ORF"
"S000004762" "MATCH" "1" "NUP53" "S. cerevisiae" "NUclear Pore" "1428" "YMR153W" "S000004762" "ORF"
"S000003431" "MATCH" "1" "PMT6" "S. cerevisiae" "Protein O-MannosylTransferase" "2280" "YGR199W" "S000003431" "ORF"
"S000004765" "MATCH" "1" "TPP1" "S. cerevisiae" "Three Prime Phosphatase" "717" "YMR156C" "S000004765" "ORF"
"S000003434" "MATCH" "1" "PCT1" "S. cerevisiae" "Phosphocholine CytidylylTransferase" "1275" "YGR202C" "S000003434" "ORF"
"S000004764" "MATCH" "1" "" "S. cerevisiae" "" "1644" "YMR155W" "S000004764" "ORF"
"S000002103" "MATCH" "1" "PMP2" "S. cerevisiae" "Plasma Membrane Proteolipid" "132" "YEL017C-A" "S000002103" "ORF"
"S000003433" "MATCH" "1" "" "S. cerevisiae" "" "678" "YGR201C" "S000003433" "ORF"
"S000028732" "MATCH" "1" "" "S. cerevisiae" "" "93" "YAL037C-A" "S000028732" "ORF"
"S000003430" "MATCH" "1" "YPP1" "S. cerevisiae" "alpha-sYnuclein Protective Protein" "2454" "YGR198W" "S000003430" "ORF"
"S000004760" "MATCH" "1" "YIM1" "S. cerevisiae" "" "1098" "YMR152W" "S000004760" "ORF"
"S000003418" "MATCH" "1" "TFG1" "S. cerevisiae" "Transcription Factor G" "2208" "YGR186W" "S000003418" "ORF"
"S000004748" "MATCH" "1" "SIP5" "S. cerevisiae" "Snf1 Interacting Protein" "1470" "YMR140W" "S000004748" "ORF"
"S000003417" "MATCH" "1" "TYS1" "S. cerevisiae" "TYrosyl-tRNA Synthetase" "1185" "YGR185C" "S000003417" "ORF"
"S000000389" "MATCH" "1" "MBA1" "S. cerevisiae" "Multi-copy Bypass of AFG3" "837" "YBR185C" "S000000389" "ORF"
"S000028736" "MATCH" "1" "MNC1" "S. cerevisiae" "MaNganese Chelating protein 1" "201" "YBR056W-A" "S000028736" "ORF"
"S000000388" "MATCH" "1" "" "S. cerevisiae" "" "1572" "YBR184W" "S000000388" "ORF"
"S000003419" "MATCH" "1" "HGH1" "S. cerevisiae" "HmG1/2 Homolog" "1185" "YGR187C" "S000003419" "ORF"
"S000004745" "MATCH" "1" "PSO2" "S. cerevisiae" "PSOralen derivative sensitive" "1986" "YMR137C" "S000004745" "ORF"
"S000004744" "MATCH" "1" "GAT2" "S. cerevisiae" "" "1683" "YMR136W" "S000004744" "ORF"
"S000003413" "MATCH" "1" "TIM13" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "318" "YGR181W" "S000003413" "ORF"
"S000004747" "MATCH" "1" "RIM11" "S. cerevisiae" "Regulator of IME2" "1113" "YMR139W" "S000004747" "ORF"
"S000003416" "MATCH" "1" "UBR1" "S. cerevisiae" "" "5853" "YGR184C" "S000003416" "ORF"
"S000004746" "MATCH" "1" "CIN4" "S. cerevisiae" "Chromosome INstability" "576" "YMR138W" "S000004746" "ORF"
"S000028739" "MATCH" "1" "" "S. cerevisiae" "" "201" "YDR524C-B" "S000028739" "ORF"
"S000003415" "MATCH" "1" "QCR9" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "414" "YGR183C" "S000003415" "ORF"
"S000004752" "MATCH" "1" "FDO1" "S. cerevisiae" "Forkhead one interacting protein involved in DOnor preference" "1029" "YMR144W" "S000004752" "ORF"
"S000003421" "MATCH" "1" "CRH1" "S. cerevisiae" "Congo Red Hypersensitive" "1524" "YGR189C" "S000003421" "ORF"
"S000004751" "MATCH" "1" "RPS16A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "976" "YMR143W" "S000004751" "ORF"
"S000000393" "MATCH" "1" "RPS9B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1001" "YBR189W" "S000000393" "ORF"
"S000028740" "MATCH" "1" "" "S. cerevisiae" "" "90" "YDR524W-C" "S000028740" "ORF"
"S000003420" "MATCH" "1" "BUB1" "S. cerevisiae" "Budding Uninhibited by Benzimidazole" "3066" "YGR188C" "S000003420" "ORF"
"S000004754" "MATCH" "1" "TIF34" "S. cerevisiae" "Translation Initiation Factor" "1044" "YMR146C" "S000004754" "ORF"
"S000000392" "MATCH" "1" "NTC20" "S. cerevisiae" "Prp19p (NineTeen)-associated Complex" "423" "YBR188C" "S000000392" "ORF"
"S000003423" "MATCH" "1" "HIP1" "S. cerevisiae" "HIstidine Permease" "1812" "YGR191W" "S000003423" "ORF"
"S000004753" "MATCH" "1" "NDE1" "S. cerevisiae" "NADH Dehydrogenase, External" "1683" "YMR145C" "S000004753" "ORF"
"S000000391" "MATCH" "1" "GDT1" "S. cerevisiae" "Gcr1 Dependent Translation factor" "843" "YBR187W" "S000000391" "ORF"
"S000000398" "MATCH" "1" "AIM4" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "372" "YBR194W" "S000000398" "ORF"
"S000000397" "MATCH" "1" "MED8" "S. cerevisiae" "MEDiator complex" "672" "YBR193C" "S000000397" "ORF"
"S000004750" "MATCH" "1" "RPL13B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "1002" "YMR142C" "S000004750" "ORF"
"S000000396" "MATCH" "1" "RIM2" "S. cerevisiae" "Replication In Mitochondria" "1134" "YBR192W" "S000000396" "ORF"
"S000000395" "MATCH" "1" "RPL21A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "871" "YBR191W" "S000000395" "ORF"
"S000000390" "MATCH" "1" "PCH2" "S. cerevisiae" "Pachytene CHeckpoint" "1808" "YBR186W" "S000000390" "ORF"
"S000004778" "MATCH" "1" "CEP3" "S. cerevisiae" "CEntromere Protein" "1827" "YMR168C" "S000004778" "ORF"
"S000028709" "MATCH" "1" "" "S. cerevisiae" "" "156" "YOL166W-A" "S000028709" "ORF"
"S000003447" "MATCH" "1" "RSM27" "S. cerevisiae" "Ribosomal Small subunit of Mitochondria" "333" "YGR215W" "S000003447" "ORF"
"S000004777" "MATCH" "1" "MLH1" "S. cerevisiae" "MutL Homolog" "2310" "YMR167W" "S000004777" "ORF"
"S000003446" "MATCH" "1" "RPS0A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1214" "YGR214W" "S000003446" "ORF"
"S000028707" "MATCH" "1" "" "S. cerevisiae" "" "153" "YOL019W-A" "S000028707" "ORF"
"S000003449" "MATCH" "1" "CCH1" "S. cerevisiae" "Calcium Channel Homolog" "6120" "YGR217W" "S000003449" "ORF"
"S000004779" "MATCH" "1" "ALD3" "S. cerevisiae" "ALdehyde Dehydrogenase" "1521" "YMR169C" "S000004779" "ORF"
"S000028706" "MATCH" "1" "" "S. cerevisiae" "" "93" "YNR075C-A" "S000028706" "ORF"
"S000003448" "MATCH" "1" "GPI1" "S. cerevisiae" "GlycosylPhosphatidylInositol anchoring biosynthesis" "1830" "YGR216C" "S000003448" "ORF"
"S000003454" "MATCH" "1" "PET54" "S. cerevisiae" "PETite colonies" "882" "YGR222W" "S000003454" "ORF"
"S000004784" "MATCH" "1" "DDR48" "S. cerevisiae" "DNA Damage Responsive" "1293" "YMR173W" "S000004784" "ORF"
"S000003453" "MATCH" "1" "TOS2" "S. cerevisiae" "Target Of Sbf" "1869" "YGR221C" "S000003453" "ORF"
"S000004787" "MATCH" "1" "SIP18" "S. cerevisiae" "Salt Induced Protein" "240" "YMR175W" "S000004787" "ORF"
"S000003456" "MATCH" "1" "AZR1" "S. cerevisiae" "Acetic Acid and AZoles Resistance" "1842" "YGR224W" "S000003456" "ORF"
"S000004786" "MATCH" "1" "PAI3" "S. cerevisiae" "Proteinase A Inhibitor" "207" "YMR174C" "S000004786" "ORF"
"S000003455" "MATCH" "1" "HSV2" "S. cerevisiae" "Homologous with SVP1" "1347" "YGR223C" "S000003455" "ORF"
"S000004781" "MATCH" "1" "EAR1" "S. cerevisiae" "Endosomal Adaptor of Rsp5p" "1653" "YMR171C" "S000004781" "ORF"
"S000028712" "MATCH" "1" "" "S. cerevisiae" "" "147" "YOR161C-C" "S000028712" "ORF"
"S000003450" "MATCH" "1" "CRM1" "S. cerevisiae" "Chromosome Region Maintenance" "3255" "YGR218W" "S000003450" "ORF"
"S000004780" "MATCH" "1" "ALD2" "S. cerevisiae" "ALdehyde Dehydrogenase" "1521" "YMR170C" "S000004780" "ORF"
"S000004783" "MATCH" "1" "HOT1" "S. cerevisiae" "High-Osmolarity-induced Transcription" "2160" "YMR172W" "S000004783" "ORF"
"S000028710" "MATCH" "1" "" "S. cerevisiae" "" "201" "YOR032W-A" "S000028710" "ORF"
"S000003452" "MATCH" "1" "MRPL9" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "810" "YGR220C" "S000003452" "ORF"
"S000003439" "MATCH" "1" "CIR1" "S. cerevisiae" "Changed Intracellular Redox state" "786" "YGR207C" "S000003439" "ORF"
"S000004767" "MATCH" "1" "MRPS8" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Small subunit" "468" "YMR158W" "S000004767" "ORF"
"S000002104" "MATCH" "1" "RPL2A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "912" "YFR031C-A" "S000002104" "ORF"
"S000003436" "MATCH" "1" "ADE3" "S. cerevisiae" "ADEnine requiring" "2841" "YGR204W" "S000003436" "ORF"
"S000004766" "MATCH" "1" "AIM36" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "768" "YMR157C" "S000004766" "ORF"
"S000003435" "MATCH" "1" "YCH1" "S. cerevisiae" "Yeast Cdc25 Homolog" "447" "YGR203W" "S000003435" "ORF"
"S000004769" "MATCH" "1" "ATG16" "S. cerevisiae" "AuTophaGy related" "453" "YMR159C" "S000004769" "ORF"
"S000028718" "MATCH" "1" "" "S. cerevisiae" "" "168" "YOR394C-A" "S000028718" "ORF"
"S000003438" "MATCH" "1" "MVB12" "S. cerevisiae" "MultiVesicular Body sorting factor of 12 kilodaltons" "306" "YGR206W" "S000003438" "ORF"
"S000003437" "MATCH" "1" "TDA10" "S. cerevisiae" "Topoisomerase I Damage Affected" "873" "YGR205W" "S000003437" "ORF"
"S000004774" "MATCH" "1" "MSS11" "S. cerevisiae" "Multicopy Suppressor of STA genes" "2277" "YMR164C" "S000004774" "ORF"
"S000003443" "MATCH" "1" "ZPR1" "S. cerevisiae" "Zinc finger PRotein" "1461" "YGR211W" "S000003443" "ORF"
"S000004773" "MATCH" "1" "INP2" "S. cerevisiae" "INheritance of Peroxisomes" "2118" "YMR163C" "S000004773" "ORF"
"S000003442" "MATCH" "1" "" "S. cerevisiae" "" "1236" "YGR210C" "S000003442" "ORF"
"S000004776" "MATCH" "1" "MME1" "S. cerevisiae" "Mitochondrial Magnesium Exporter" "1107" "YMR166C" "S000004776" "ORF"
"S000003445" "MATCH" "1" "RTA1" "S. cerevisiae" "Resistance To 7-Aminocholesterol" "954" "YGR213C" "S000003445" "ORF"
"S000004775" "MATCH" "1" "PAH1" "S. cerevisiae" "Phosphatidic Acid phosphoHydrolase" "2589" "YMR165C" "S000004775" "ORF"
"S000003444" "MATCH" "1" "SLI1" "S. cerevisiae" "Sphingosine-Like Immunosuppressant resistant gene" "1407" "YGR212W" "S000003444" "ORF"
"S000004770" "MATCH" "1" "" "S. cerevisiae" "" "2451" "YMR160W" "S000004770" "ORF"
"S000004772" "MATCH" "1" "DNF3" "S. cerevisiae" "Drs2 Neo1 Family" "4971" "YMR162C" "S000004772" "ORF"
"S000028721" "MATCH" "1" "" "S. cerevisiae" "" "99" "YPL152W-A" "S000028721" "ORF"
"S000003441" "MATCH" "1" "TRX2" "S. cerevisiae" "ThioRedoXin" "315" "YGR209C" "S000003441" "ORF"
"S000004771" "MATCH" "1" "HLJ1" "S. cerevisiae" "HomoLogous to E. coli dnaJ protein" "675" "YMR161W" "S000004771" "ORF"
"S000003440" "MATCH" "1" "SER2" "S. cerevisiae" "SERine requiring" "930" "YGR208W" "S000003440" "ORF"
"S000004719" "MATCH" "1" "FOL3" "S. cerevisiae" "FOLic acid synthesis" "1284" "YMR113W" "S000004719" "ORF"
"S000004716" "MATCH" "1" "HFD1" "S. cerevisiae" "Homolog of Fatty aldehyde Dehydrogenase" "1599" "YMR110C" "S000004716" "ORF"
"S000000358" "MATCH" "1" "RPB5" "S. cerevisiae" "RNA Polymerase B" "648" "YBR154C" "S000000358" "ORF"
"S000004715" "MATCH" "1" "MYO5" "S. cerevisiae" "MYOsin" "3660" "YMR109W" "S000004715" "ORF"
"S000000357" "MATCH" "1" "RIB7" "S. cerevisiae" "RIBoflavin biosynthesis" "735" "YBR153W" "S000000357" "ORF"
"S000004718" "MATCH" "1" "MED11" "S. cerevisiae" "MEDiator complex" "396" "YMR112C" "S000004718" "ORF"
"S000000356" "MATCH" "1" "SPP381" "S. cerevisiae" "Suppressor of PrP38-1" "876" "YBR152W" "S000000356" "ORF"
"S000004717" "MATCH" "1" "EUC1" "S. cerevisiae" "Enriches Ubiquitin on Chromatin" "1389" "YMR111C" "S000004717" "ORF"
"S000000355" "MATCH" "1" "APD1" "S. cerevisiae" "Actin Patches Distal" "951" "YBR151W" "S000000355" "ORF"
"S000001686" "MATCH" "1" "TOR2" "S. cerevisiae" "Target Of Rapamycin" "7425" "YKL203C" "S000001686" "ORF"
"S000004712" "MATCH" "1" "YKU80" "S. cerevisiae" "Yeast KU protein" "1890" "YMR106C" "S000004712" "ORF"
"S000001687" "MATCH" "1" "EAP1" "S. cerevisiae" "EIF4E-Associated Protein" "1899" "YKL204W" "S000001687" "ORF"
"S000004711" "MATCH" "1" "PGM2" "S. cerevisiae" "PhosphoGlucoMutase" "1710" "YMR105C" "S000004711" "ORF"
"S000001688" "MATCH" "1" "LOS1" "S. cerevisiae" "Loss Of Suppression" "3303" "YKL205W" "S000001688" "ORF"
"S000004714" "MATCH" "1" "ILV2" "S. cerevisiae" "IsoLeucine-plus-Valine requiring" "2064" "YMR108W" "S000004714" "ORF"
"S000001689" "MATCH" "1" "ADD66" "S. cerevisiae" "Alpha1-proteinase inhibitor-Degradation Deficient" "804" "YKL206C" "S000001689" "ORF"
"S000004713" "MATCH" "1" "SPG4" "S. cerevisiae" "Stationary Phase Gene" "348" "YMR107W" "S000004713" "ORF"
"S000000359" "MATCH" "1" "CNS1" "S. cerevisiae" "CyclophiliN Seven suppressor" "1158" "YBR155W" "S000000359" "ORF"
"S000001693" "MATCH" "1" "UBA1" "S. cerevisiae" "UBiquitin Activating" "3075" "YKL210W" "S000001693" "ORF"
"S000000361" "MATCH" "1" "ICS2" "S. cerevisiae" "Increased Copper Sensitivity" "768" "YBR157C" "S000000361" "ORF"
"S000001694" "MATCH" "1" "TRP3" "S. cerevisiae" "TRyPtophan" "1455" "YKL211C" "S000001694" "ORF"
"S000000360" "MATCH" "1" "SLI15" "S. cerevisiae" "Synthetically Lethal with Ipl1" "2097" "YBR156C" "S000000360" "ORF"
"S000001695" "MATCH" "1" "SAC1" "S. cerevisiae" "Suppressor of ACtin" "1872" "YKL212W" "S000001695" "ORF"
"S000004721" "MATCH" "1" "MGR3" "S. cerevisiae" "Mitochondrial Genome Required" "1506" "YMR115W" "S000004721" "ORF"
"S000001696" "MATCH" "1" "DOA1" "S. cerevisiae" "Degradation Of Alpha" "2148" "YKL213C" "S000001696" "ORF"
"S000004720" "MATCH" "1" "" "S. cerevisiae" "" "1107" "YMR114C" "S000004720" "ORF"
"S000000365" "MATCH" "1" "CSH1" "S. cerevisiae" "CSG1/SUR1 Homolog" "1131" "YBR161W" "S000000365" "ORF"
"S000001690" "MATCH" "1" "EMC3" "S. cerevisiae" "ER Membrane protein Complex" "762" "YKL207W" "S000001690" "ORF"
"S000000364" "MATCH" "1" "CDC28" "S. cerevisiae" "Cell Division Cycle" "897" "YBR160W" "S000000364" "ORF"
"S000001691" "MATCH" "1" "CBT1" "S. cerevisiae" "Cytochrome B Termination" "816" "YKL208W" "S000001691" "ORF"
"S000000363" "MATCH" "1" "IFA38" "S. cerevisiae" "" "1044" "YBR159W" "S000000363" "ORF"
"S000001692" "MATCH" "1" "STE6" "S. cerevisiae" "STErile" "3873" "YKL209C" "S000001692" "ORF"
"S000000362" "MATCH" "1" "AMN1" "S. cerevisiae" "Antagonist of Mitotic exit Network" "1650" "YBR158W" "S000000362" "ORF"
"S000004708" "MATCH" "1" "" "S. cerevisiae" "" "2505" "YMR102C" "S000004708" "ORF"
"S000001679" "MATCH" "1" "YKT6" "S. cerevisiae" "" "603" "YKL196C" "S000001679" "ORF"
"S000004705" "MATCH" "1" "" "S. cerevisiae" "" "894" "YMR099C" "S000004705" "ORF"
"S000000347" "MATCH" "1" "SUP45" "S. cerevisiae" "SUPpressor" "1314" "YBR143C" "S000000347" "ORF"
"S000004704" "MATCH" "1" "ATP25" "S. cerevisiae" "ATPase" "1839" "YMR098C" "S000004704" "ORF"
"S000000346" "MATCH" "1" "MAK5" "S. cerevisiae" "MAintenance of Killer" "2322" "YBR142W" "S000000346" "ORF"
"S000004707" "MATCH" "1" "SRT1" "S. cerevisiae" "Suppressor of Rer-Two" "1032" "YMR101C" "S000004707" "ORF"
"S000000345" "MATCH" "1" "BMT2" "S. cerevisiae" "Base MethylTransferase of 25S RNA" "1014" "YBR141C" "S000000345" "ORF"
"S000004706" "MATCH" "1" "MUB1" "S. cerevisiae" "MUlti Budding" "1863" "YMR100W" "S000004706" "ORF"
"S000000344" "MATCH" "1" "IRA1" "S. cerevisiae" "Inhibitory Regulator of the RAS-cAMP pathway" "9279" "YBR140C" "S000000344" "ORF"
"S000001675" "MATCH" "1" "ACP1" "S. cerevisiae" "Acyl Carrier Protein" "378" "YKL192C" "S000001675" "ORF"
"S000004701" "MATCH" "1" "SNO1" "S. cerevisiae" "SNZ proximal Open reading frame" "675" "YMR095C" "S000004701" "ORF"
"S000001676" "MATCH" "1" "SDS22" "S. cerevisiae" "homolog of S. pombe SDS22" "1017" "YKL193C" "S000001676" "ORF"
"S000004700" "MATCH" "1" "CTF13" "S. cerevisiae" "Chromosome Transmission Fidelity" "1437" "YMR094W" "S000004700" "ORF"
"S000001677" "MATCH" "1" "MST1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Threonine" "1389" "YKL194C" "S000001677" "ORF"
"S000004703" "MATCH" "1" "MTG1" "S. cerevisiae" "MiTochondrial GTPase" "1104" "YMR097C" "S000004703" "ORF"
"S000000349" "MATCH" "1" "ADH5" "S. cerevisiae" "Alcohol DeHydrogenase" "1056" "YBR145W" "S000000349" "ORF"
"S000001678" "MATCH" "1" "MIA40" "S. cerevisiae" "Mitochondrial intermembrane space Import and Assembly" "1212" "YKL195W" "S000001678" "ORF"
"S000004702" "MATCH" "1" "SNZ1" "S. cerevisiae" "SNooZe" "894" "YMR096W" "S000004702" "ORF"
"S000000350" "MATCH" "1" "MRPS9" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Small subunit" "837" "YBR146W" "S000000350" "ORF"
"S000001684" "MATCH" "1" "MNN4" "S. cerevisiae" "MaNNosyltransferase" "3537" "YKL201C" "S000001684" "ORF"
"S000004710" "MATCH" "1" "YPK2" "S. cerevisiae" "Yeast Protein Kinase" "2034" "YMR104C" "S000004710" "ORF"
"S000000354" "MATCH" "1" "TBS1" "S. cerevisiae" "ThiaBendazole Sensitive" "3285" "YBR150C" "S000000354" "ORF"
"S000000353" "MATCH" "1" "ARA1" "S. cerevisiae" "D-ARAbinose dehydrogenase" "1035" "YBR149W" "S000000353" "ORF"
"S000001680" "MATCH" "1" "PEX1" "S. cerevisiae" "PEroXin" "3132" "YKL197C" "S000001680" "ORF"
"S000000352" "MATCH" "1" "YSW1" "S. cerevisiae" "" "1830" "YBR148W" "S000000352" "ORF"
"S000001681" "MATCH" "1" "PTK1" "S. cerevisiae" "Putative serine/Threonine protein Kinase" "1989" "YKL198C" "S000001681" "ORF"
"S000000351" "MATCH" "1" "RTC2" "S. cerevisiae" "Restriction of Telomere Capping" "891" "YBR147W" "S000000351" "ORF"
"S000087085" "MATCH" "1" "MIN7" "S. cerevisiae" "mitochondrial MINi protein of ~7 kDa" "204" "YBR201C-A" "S000087085" "ORF"
"S000004738" "MATCH" "1" "RRB1" "S. cerevisiae" "Regulator of Ribosome Biogenesis" "1536" "YMR131C" "S000004738" "ORF"
"S000003407" "MATCH" "1" "ERG1" "S. cerevisiae" "ERGosterol biosynthesis" "1491" "YGR175C" "S000003407" "ORF"
"S000004737" "MATCH" "1" "DPI35" "S. cerevisiae" "Delta-Psi dependent mitochondrial Import protein of 35 kDa" "909" "YMR130W" "S000004737" "ORF"
"S000000379" "MATCH" "1" "SWD3" "S. cerevisiae" "Set1c, WD40 repeat protein" "948" "YBR175W" "S000000379" "ORF"
"S000003406" "MATCH" "1" "CBP4" "S. cerevisiae" "Cytochrome B mRNA Processing" "513" "YGR174C" "S000003406" "ORF"
"S000003409" "MATCH" "1" "ATF2" "S. cerevisiae" "AcetylTransFerase" "1608" "YGR177C" "S000003409" "ORF"
"S000004739" "MATCH" "1" "JLP2" "S. cerevisiae" "dnaJ-Like Protein" "627" "YMR132C" "S000004739" "ORF"
"S000000377" "MATCH" "1" "UMP1" "S. cerevisiae" "Ubiquitin-Mediated Proteolysis" "447" "YBR173C" "S000000377" "ORF"
"S000004734" "MATCH" "1" "SAS2" "S. cerevisiae" "Something About Silencing" "1017" "YMR127C" "S000004734" "ORF"
"S000003403" "MATCH" "1" "MSM1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Methionine" "1728" "YGR171C" "S000003403" "ORF"
"S000004733" "MATCH" "1" "DLT1" "S. cerevisiae" "Defect at Low Temperature" "1029" "YMR126C" "S000004733" "ORF"
"S000003402" "MATCH" "1" "PSD2" "S. cerevisiae" "PhosphatidylSerine Decarboxylase" "3417" "YGR170W" "S000003402" "ORF"
"S000004736" "MATCH" "1" "POM152" "S. cerevisiae" "POre Membrane" "4014" "YMR129W" "S000004736" "ORF"
"S000003405" "MATCH" "1" "RBG2" "S. cerevisiae" "RiBosome interacting Gtpase" "1107" "YGR173W" "S000003405" "ORF"
"S000004735" "MATCH" "1" "ECM16" "S. cerevisiae" "ExtraCellular Mutant" "3804" "YMR128W" "S000004735" "ORF"
"S000003404" "MATCH" "1" "YIP1" "S. cerevisiae" "Ypt-Interacting Protein" "747" "YGR172C" "S000003404" "ORF"
